epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,313.529,1.24979,0.98116,1.34177,0.65523,0.76087,0.73953,0.44597,1.30601,1.57369,1.31645,0.0016436,0.0016436,0.0016436
74,317.849,1.26432,0.98807,1.35035,0.84787,0.91304,0.91819,0.70382,1.09617,0.97128,1.07617,0.00163865,0.00163865,0.00163865
75,322.113,1.29554,0.94517,1.37639,0.84237,0.71739,0.83785,0.51022,1.23884,1.08393,1.30055,0.0016337,0.0016337,0.0016337
76,326.391,1.2749,0.97669,1.37642,0.76264,0.8383,0.8386,0.58933,1.13566,0.99406,1.25577,0.00162875,0.00162875,0.00162875
77,330.649,1.27684,1.02737,1.41356,0.82187,0.82609,0.85009,0.55306,1.14688,1.21736,1.22879,0.0016238,0.0016238,0.0016238
78,334.927,1.28714,0.98937,1.40258,0.84042,0.76087,0.91318,0.66447,1.08485,1.41003,1.14021,0.00161885,0.00161885,0.00161885
79,339.178,1.26116,0.96716,1.34916,0.88899,0.78261,0.91637,0.63034,1.13385,1.14304,1.22207,0.0016139,0.0016139,0.0016139
80,343.469,1.22478,0.99374,1.34958,0.95076,0.83963,0.93651,0.70946,1.19648,1.01805,1.1301,0.00160895,0.00160895,0.00160895
81,347.726,1.24526,0.98718,1.35862,0.88669,0.82609,0.92445,0.65496,1.16588,0.90987,1.09857,0.001604,0.001604,0.001604
82,352.018,1.28802,0.99213,1.3471,0.92456,0.82609,0.94317,0.69302,1.02757,0.9662,1.06536,0.00159905,0.00159905,0.00159905
83,356.315,1.27658,0.99595,1.33366,0.9437,0.91304,0.97054,0.58582,1.34144,0.8059,1.16506,0.0015941,0.0015941,0.0015941
84,360.637,1.27011,0.9976,1.39247,0.88657,0.8913,0.93283,0.65816,1.1536,0.98981,1.16418,0.00158915,0.00158915,0.00158915
85,364.908,1.31596,1.03084,1.41397,0.91885,0.91304,0.973,0.63717,1.33878,0.85641,1.18581,0.0015842,0.0015842,0.0015842
86,369.212,1.22815,0.98967,1.37203,0.94949,0.8913,0.96403,0.7178,1.0278,0.64417,1.04485,0.00157925,0.00157925,0.00157925
87,373.496,1.2599,0.93528,1.37935,0.90899,0.91304,0.97115,0.68121,1.2809,0.66121,1.13062,0.0015743,0.0015743,0.0015743
88,377.812,1.35175,1.09237,1.43229,0.97656,0.90596,0.96716,0.56569,1.44671,0.8627,1.21845,0.00156935,0.00156935,0.00156935
89,382.094,1.27033,0.9813,1.396,1,0.92757,0.9796,0.69455,1.13691,0.83969,1.16146,0.0015644,0.0015644,0.0015644
90,386.404,1.32312,1.01698,1.43196,0.92164,0.91304,0.96704,0.63375,1.36952,0.74206,1.19582,0.00155945,0.00155945,0.00155945
91,390.681,1.25002,0.99515,1.34409,0.89354,0.97826,0.98129,0.7653,0.94737,0.63438,1.05672,0.0015545,0.0015545,0.0015545
92,395.101,1.18049,0.90721,1.33356,0.97612,0.88878,0.95707,0.77285,0.93757,0.67914,1.04466,0.00154955,0.00154955,0.00154955
93,399.462,1.27485,0.98954,1.38311,0.98964,0.82609,0.94901,0.74312,1.00427,0.73648,1.09791,0.0015446,0.0015446,0.0015446
94,403.76,1.18541,0.92382,1.31757,0.9939,0.82609,0.95187,0.72564,0.96354,0.67489,1.04213,0.00153965,0.00153965,0.00153965
95,408.016,1.17458,0.93021,1.3074,0.87635,0.92459,0.96233,0.75089,0.92335,0.65776,1.02994,0.0015347,0.0015347,0.0015347
96,412.325,1.28972,0.95104,1.38951,0.85313,0.95652,0.94434,0.74514,0.97867,0.77001,1.06009,0.00152975,0.00152975,0.00152975
97,416.613,1.23673,0.9344,1.33479,0.79476,0.78261,0.86002,0.55903,1.34474,1.0261,1.30979,0.0015248,0.0015248,0.0015248
98,420.895,1.30346,0.96815,1.4008,0.96578,0.84783,0.94753,0.72509,0.96912,0.70914,1.0494,0.00151985,0.00151985,0.00151985
99,425.154,1.15698,0.92886,1.33139,0.83201,0.86957,0.92212,0.69922,0.99163,0.80789,1.09084,0.0015149,0.0015149,0.0015149
100,429.446,1.26502,0.96712,1.38235,0.71425,0.81518,0.86347,0.61786,1.10848,1.24457,1.15719,0.00150995,0.00150995,0.00150995
101,433.727,1.17702,0.92863,1.3356,0.67163,0.76087,0.81335,0.53023,1.28475,1.30573,1.29331,0.001505,0.001505,0.001505
102,438.008,1.16733,0.88996,1.28882,0.97664,0.90902,0.95904,0.77519,0.95514,0.76887,1.0266,0.00150005,0.00150005,0.00150005
103,442.353,1.23802,0.93738,1.35403,0.93956,0.91304,0.97152,0.78034,0.95106,0.70351,1.02421,0.0014951,0.0014951,0.0014951
104,446.779,1.16176,0.89169,1.29333,0.94888,0.95652,0.96604,0.67582,1.23777,0.74453,1.1302,0.00149015,0.00149015,0.00149015
105,451.058,1.21485,0.89766,1.30648,0.96292,0.91304,0.96682,0.69047,1.26575,0.72213,1.15839,0.0014852,0.0014852,0.0014852
106,455.354,1.24707,1.01084,1.37042,1,0.93226,0.98652,0.68483,1.40785,0.73133,1.21975,0.00148025,0.00148025,0.00148025
107,459.596,1.16583,0.92802,1.32119,0.98406,0.93478,0.98013,0.66263,1.42813,0.78319,1.20667,0.0014753,0.0014753,0.0014753
108,463.876,1.18622,0.91564,1.33434,0.95645,0.95501,0.97848,0.70425,1.26911,0.73094,1.14481,0.00147035,0.00147035,0.00147035
109,468.144,1.20406,0.91547,1.34256,0.95856,0.8913,0.96869,0.7061,1.14968,0.74283,1.14394,0.0014654,0.0014654,0.0014654
110,472.437,1.20818,0.94971,1.3248,0.93786,0.8913,0.95939,0.67975,1.31464,0.74775,1.18598,0.00146045,0.00146045,0.00146045
111,476.714,1.14532,0.8666,1.29279,0.88526,0.91304,0.9356,0.67564,1.16454,0.77094,1.17546,0.0014555,0.0014555,0.0014555
112,481.006,1.20117,0.93706,1.33106,0.97604,0.88578,0.95311,0.73876,0.98084,0.67976,1.07248,0.00145055,0.00145055,0.00145055
113,485.29,1.12597,0.86162,1.27322,0.88884,0.80435,0.904,0.60636,1.05503,0.79749,1.1956,0.0014456,0.0014456,0.0014456
