epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
148,1660.88,0.66515,0.56106,1.071,0.80395,0.85215,0.85491,0.69283,0.75543,0.70728,0.96473,0.0005447,0.0005447,0.0005447
149,1671.94,0.70041,0.57423,1.08683,0.90532,0.90909,0.95301,0.81438,0.59526,0.42532,0.85152,0.0005348,0.0005348,0.0005348
150,1683.21,0.6604,0.53488,1.04275,0.95398,0.88312,0.96095,0.83097,0.54763,0.40378,0.80419,0.0005249,0.0005249,0.0005249
151,1695.37,0.64177,0.54454,1.05397,0.97097,0.8961,0.96131,0.83227,0.54667,0.40501,0.80388,0.000515,0.000515,0.000515
152,1707.51,0.65875,0.56774,1.06972,0.94502,0.8961,0.94927,0.82488,0.54543,0.42827,0.81287,0.0005051,0.0005051,0.0005051
153,1718.57,0.63667,0.57257,1.05113,0.96893,0.88312,0.95062,0.81501,0.56832,0.42194,0.83094,0.0004952,0.0004952,0.0004952
154,1729.69,0.6719,0.53384,1.08667,0.95483,0.82368,0.92738,0.80592,0.55767,0.45384,0.83942,0.0004853,0.0004853,0.0004853
155,1740.78,0.62294,0.52645,1.03022,0.93907,0.80069,0.90396,0.75661,0.63133,0.54459,0.89359,0.0004754,0.0004754,0.0004754
156,1751.88,0.65263,0.51729,1.04616,0.87447,0.90909,0.94255,0.8034,0.61846,0.44211,0.87963,0.0004655,0.0004655,0.0004655
157,1763.02,0.61764,0.49275,1.039,0.9714,0.84416,0.95181,0.83392,0.5445,0.43388,0.83046,0.0004556,0.0004556,0.0004556
158,1775.16,0.58736,0.48389,1.02707,0.98122,0.85714,0.95633,0.82979,0.55316,0.44442,0.82095,0.0004457,0.0004457,0.0004457
159,1786.28,0.65121,0.53381,1.06671,0.94745,0.88312,0.96651,0.81848,0.59951,0.41294,0.84787,0.0004358,0.0004358,0.0004358
160,1797.44,0.64473,0.50804,1.02055,0.95197,0.8961,0.96648,0.84167,0.56252,0.41652,0.82688,0.0004259,0.0004259,0.0004259
161,1809.51,0.63783,0.51904,1.04782,0.9567,0.86083,0.9492,0.81278,0.6024,0.43598,0.84683,0.000416,0.000416,0.000416
162,1820.63,0.57329,0.47276,1.01617,0.9552,0.87013,0.95376,0.8125,0.58421,0.4433,0.83468,0.0004061,0.0004061,0.0004061
163,1831.67,0.59375,0.47321,1.00538,0.92742,0.8961,0.96015,0.82793,0.55025,0.4334,0.81669,0.0003962,0.0003962,0.0003962
164,1842.77,0.63852,0.49191,1.04511,0.95888,0.9086,0.94771,0.81056,0.59135,0.44476,0.85626,0.0003863,0.0003863,0.0003863
165,1853.84,0.59488,0.49411,1.01069,0.93315,0.90645,0.94699,0.81458,0.58578,0.42959,0.87331,0.0003764,0.0003764,0.0003764
166,1865.02,0.57309,0.4616,0.99959,0.95861,0.90246,0.94918,0.82155,0.55539,0.41564,0.84048,0.0003665,0.0003665,0.0003665
167,1876.02,0.64936,0.57462,1.05836,0.97062,0.85801,0.93681,0.81898,0.56198,0.42296,0.83302,0.0003566,0.0003566,0.0003566
168,1887.11,0.53715,0.45893,0.98712,0.98263,0.8961,0.96111,0.83628,0.53183,0.39298,0.81096,0.0003467,0.0003467,0.0003467
169,1898.13,0.62679,0.50828,1.0327,0.94164,0.8961,0.96451,0.83071,0.53985,0.40786,0.81508,0.0003368,0.0003368,0.0003368
170,1909.22,0.61559,0.5132,1.03449,0.93311,0.90583,0.9517,0.82085,0.55249,0.42335,0.83141,0.0003269,0.0003269,0.0003269
171,1920.24,0.56941,0.476,1.0142,0.98566,0.8926,0.95452,0.84353,0.52645,0.40223,0.80979,0.000317,0.000317,0.000317
172,1932.37,0.56712,0.46018,0.99293,0.98562,0.89023,0.95284,0.8292,0.55116,0.41039,0.8172,0.0003071,0.0003071,0.0003071
173,1943.42,0.58943,0.48957,1.03016,0.98097,0.87013,0.9511,0.82216,0.55689,0.40276,0.82025,0.0002972,0.0002972,0.0002972
174,1954.51,0.58324,0.46441,0.996,0.94537,0.88312,0.94897,0.83446,0.5445,0.40739,0.82277,0.0002873,0.0002873,0.0002873
175,1965.53,0.58022,0.48321,1.00696,0.93854,0.88312,0.95613,0.84322,0.51314,0.40007,0.80305,0.0002774,0.0002774,0.0002774
176,1976.6,0.58401,0.47838,1.01993,0.94426,0.88008,0.96175,0.85561,0.51318,0.38748,0.80332,0.0002675,0.0002675,0.0002675
177,1988.7,0.54068,0.45445,0.97841,0.97152,0.88595,0.96357,0.8581,0.54484,0.37854,0.81571,0.0002576,0.0002576,0.0002576
178,2000.85,0.57569,0.4441,1.00504,0.97291,0.8961,0.96242,0.84821,0.54758,0.36914,0.81794,0.0002477,0.0002477,0.0002477
179,2011.87,0.54967,0.46512,1.0113,0.93849,0.92208,0.95932,0.84094,0.54363,0.37498,0.81924,0.0002378,0.0002378,0.0002378
180,2022.98,0.55437,0.48717,1.00296,0.94297,0.8961,0.94929,0.8311,0.52507,0.40773,0.8141,0.0002279,0.0002279,0.0002279
181,2033.98,0.58619,0.48988,1.02089,0.97804,0.85714,0.94483,0.82769,0.521,0.41046,0.81205,0.000218,0.000218,0.000218
182,2045.07,0.55514,0.4357,0.99445,0.97934,0.87013,0.96071,0.84194,0.52052,0.37832,0.81123,0.0002081,0.0002081,0.0002081
