epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,985.396,0.06869,0.08459,0.55993,0.97126,0.80435,0.91209,0.87276,0.34336,0.49805,0.74452,0.0015545,0.0015545,0.0015545
92,996.105,0.06315,0.08174,0.55176,0.99721,0.80435,0.90729,0.87198,0.32989,0.53269,0.73934,0.00154955,0.00154955,0.00154955
93,1006.72,0.06052,0.07912,0.55285,0.99833,0.78261,0.90403,0.86549,0.32122,0.50301,0.72878,0.0015446,0.0015446,0.0015446
94,1017.71,0.06311,0.07823,0.55621,0.99807,0.78261,0.9192,0.87901,0.31341,0.50473,0.73104,0.00153965,0.00153965,0.00153965
95,1028.34,0.05736,0.07321,0.55287,0.99765,0.78261,0.90996,0.87076,0.32883,0.5012,0.74742,0.0015347,0.0015347,0.0015347
96,1039.05,0.05637,0.07033,0.55129,0.99917,0.80435,0.90943,0.87487,0.32678,0.51569,0.74241,0.00152975,0.00152975,0.00152975
97,1049.67,0.05474,0.07074,0.54953,1,0.8242,0.92775,0.88208,0.30908,0.47975,0.72422,0.0015248,0.0015248,0.0015248
98,1060.46,0.04889,0.06288,0.54774,0.99857,0.80435,0.91849,0.87635,0.32437,0.49972,0.73823,0.00151985,0.00151985,0.00151985
99,1071.04,0.04969,0.06444,0.5466,1,0.82462,0.92045,0.88124,0.34719,0.54703,0.75427,0.0015149,0.0015149,0.0015149
100,1081.77,0.05257,0.06687,0.55285,1,0.80429,0.91618,0.87053,0.34719,0.54179,0.75445,0.00150995,0.00150995,0.00150995
101,1092.51,0.05282,0.06859,0.55191,1,0.80371,0.89577,0.86104,0.33418,0.54175,0.74977,0.001505,0.001505,0.001505
102,1103.14,0.04685,0.06356,0.55275,0.99984,0.80435,0.91816,0.87521,0.33414,0.52814,0.75584,0.00150005,0.00150005,0.00150005
103,1113.73,0.04183,0.05817,0.54951,0.9982,0.80435,0.91899,0.87621,0.33291,0.54185,0.7516,0.0014951,0.0014951,0.0014951
104,1124.41,0.04165,0.05641,0.55198,0.99834,0.80435,0.91945,0.88227,0.32428,0.48742,0.73976,0.00149015,0.00149015,0.00149015
105,1134.99,0.03988,0.05575,0.54755,0.99815,0.80435,0.91649,0.87707,0.32215,0.47015,0.73693,0.0014852,0.0014852,0.0014852
106,1145.63,0.04007,0.05577,0.5455,0.99794,0.80435,0.91861,0.87575,0.32725,0.4615,0.74062,0.00148025,0.00148025,0.00148025
107,1156.28,0.03985,0.05623,0.54969,1,0.82465,0.91949,0.8775,0.31788,0.45345,0.73232,0.0014753,0.0014753,0.0014753
108,1167.09,0.04041,0.05732,0.54949,0.99858,0.80435,0.91898,0.88001,0.32117,0.46733,0.7377,0.00147035,0.00147035,0.00147035
109,1177.66,0.03519,0.05144,0.54814,0.99867,0.80435,0.90047,0.86793,0.32444,0.49899,0.74058,0.0014654,0.0014654,0.0014654
110,1188.34,0.03942,0.05278,0.55324,0.99787,0.80435,0.91097,0.87017,0.33371,0.51711,0.75282,0.00146045,0.00146045,0.00146045
111,1198.91,0.0403,0.05493,0.54856,0.99779,0.80435,0.91048,0.87075,0.3044,0.49591,0.73057,0.0014555,0.0014555,0.0014555
112,1209.66,0.03974,0.05472,0.5523,1,0.8029,0.91341,0.873,0.30022,0.45968,0.72411,0.00145055,0.00145055,0.00145055
113,1220.29,0.04695,0.05856,0.55144,1,0.82463,0.92336,0.88255,0.31508,0.44158,0.73287,0.0014456,0.0014456,0.0014456
114,1230.98,0.04854,0.06319,0.54845,0.99782,0.80435,0.9157,0.87298,0.32495,0.44539,0.74838,0.00144065,0.00144065,0.00144065
115,1241.6,0.04678,0.06359,0.54693,1,0.80226,0.9042,0.86241,0.32663,0.4614,0.74773,0.0014357,0.0014357,0.0014357
116,1252.24,0.04749,0.06149,0.54613,1,0.80371,0.9054,0.86269,0.33805,0.4586,0.75257,0.00143075,0.00143075,0.00143075
117,1262.84,0.04586,0.06251,0.54643,1,0.80419,0.90589,0.86602,0.33055,0.47319,0.74927,0.0014258,0.0014258,0.0014258
118,1273.51,0.04443,0.06097,0.55517,0.99845,0.80435,0.91367,0.86794,0.32125,0.45672,0.74046,0.00142085,0.00142085,0.00142085
119,1284.14,0.04415,0.06045,0.55157,1,0.82498,0.91107,0.87295,0.31213,0.44492,0.73237,0.0014159,0.0014159,0.0014159
120,1294.84,0.04219,0.05575,0.54991,1,0.82498,0.90275,0.86829,0.31739,0.49035,0.73393,0.00141095,0.00141095,0.00141095
121,1305.45,0.03864,0.05508,0.546,1,0.82461,0.9046,0.87199,0.31399,0.50854,0.73295,0.001406,0.001406,0.001406
122,1316.13,0.03506,0.05118,0.54379,1,0.82388,0.90858,0.87338,0.32136,0.52559,0.73826,0.00140105,0.00140105,0.00140105
123,1326.81,0.04227,0.05747,0.55143,0.99803,0.80435,0.90602,0.87281,0.32517,0.55634,0.73833,0.0013961,0.0013961,0.0013961
124,1337.49,0.04348,0.0587,0.54612,1,0.80424,0.90554,0.87204,0.34257,0.57949,0.7487,0.00139115,0.00139115,0.00139115
125,1348.1,0.04447,0.05995,0.5509,1,0.80398,0.90175,0.86815,0.32051,0.55457,0.73221,0.0013862,0.0013862,0.0013862
126,1358.74,0.04476,0.06275,0.54327,1,0.80312,0.89696,0.85888,0.3313,0.55965,0.73849,0.00138125,0.00138125,0.00138125
127,1369.36,0.04504,0.0631,0.54927,1,0.80316,0.89739,0.85759,0.31194,0.49674,0.72643,0.0013763,0.0013763,0.0013763
128,1380.08,0.04337,0.06114,0.54945,0.99875,0.80435,0.90175,0.86594,0.31977,0.51068,0.73615,0.00137135,0.00137135,0.00137135
129,1390.7,0.04375,0.05945,0.55027,0.99845,0.80435,0.89951,0.86372,0.31446,0.47964,0.72996,0.0013664,0.0013664,0.0013664
130,1401.36,0.04036,0.05484,0.55126,0.99821,0.80435,0.90223,0.87016,0.3153,0.48586,0.72641,0.00136145,0.00136145,0.00136145
131,1411.94,0.04186,0.05531,0.54912,0.99821,0.80435,0.89998,0.86085,0.33183,0.52283,0.73988,0.0013565,0.0013565,0.0013565
132,1422.65,0.04313,0.05639,0.5533,0.9982,0.80435,0.90223,0.87077,0.32004,0.47874,0.74075,0.00135155,0.00135155,0.00135155
