epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,1240.28,1.32864,1.13853,1.63143,0.98895,0.86957,0.95216,0.70465,1.12816,0.87191,1.24362,0.00144065,0.00144065,0.00144065
115,1250.98,1.35574,1.12304,1.62236,0.92976,0.86957,0.93071,0.65303,1.24264,0.89801,1.34026,0.0014357,0.0014357,0.0014357
116,1261.81,1.3426,1.12103,1.61556,0.90157,0.84783,0.94659,0.63621,1.30214,0.77388,1.39011,0.00143075,0.00143075,0.00143075
117,1272.53,1.31755,1.0483,1.63354,0.90884,0.86957,0.93714,0.53399,1.60299,0.85505,1.62464,0.0014258,0.0014258,0.0014258
118,1283.32,1.37647,1.16941,1.64037,0.8091,0.92145,0.92188,0.60452,1.32272,1.05011,1.41817,0.00142085,0.00142085,0.00142085
119,1294.04,1.33546,1.09305,1.60085,0.88946,0.87468,0.95187,0.61128,1.4079,0.84375,1.47663,0.0014159,0.0014159,0.0014159
120,1304.82,1.34579,1.08941,1.63757,0.97554,0.867,0.96647,0.65176,1.41699,0.77891,1.45168,0.00141095,0.00141095,0.00141095
121,1315.52,1.26441,1.10345,1.56032,0.97541,0.8624,0.96568,0.67956,1.34398,0.74859,1.39868,0.001406,0.001406,0.001406
122,1326.27,1.26362,1.04552,1.58834,0.97359,0.8014,0.95194,0.69698,1.18847,0.75929,1.31953,0.00140105,0.00140105,0.00140105
123,1337.04,1.28629,1.09744,1.55411,0.92833,0.84783,0.9452,0.70147,1.10716,0.73656,1.26312,0.0013961,0.0013961,0.0013961
124,1347.81,1.28972,1.09403,1.59496,1,0.86643,0.96702,0.72211,1.07252,0.63051,1.22135,0.00139115,0.00139115,0.00139115
125,1358.51,1.31025,1.12665,1.62042,0.93422,0.92638,0.97097,0.64522,1.26546,0.70238,1.35681,0.0013862,0.0013862,0.0013862
126,1369.29,1.32459,1.14761,1.65353,0.94424,0.86957,0.91311,0.64967,1.26138,0.77703,1.39037,0.00138125,0.00138125,0.00138125
127,1380.06,1.3552,1.19062,1.69109,0.952,0.86235,0.94511,0.69308,1.24781,0.75636,1.37704,0.0013763,0.0013763,0.0013763
128,1391.02,1.37217,1.16175,1.66527,1,0.88749,0.94721,0.68651,1.267,0.78232,1.39065,0.00137135,0.00137135,0.00137135
129,1401.78,1.3733,1.16712,1.67684,0.98698,0.8913,0.94679,0.67459,1.2887,0.86844,1.43088,0.0013664,0.0013664,0.0013664
130,1412.61,1.32656,1.12817,1.61987,0.95288,0.87927,0.94675,0.67025,1.19088,0.77483,1.33311,0.00136145,0.00136145,0.00136145
131,1423.35,1.27975,1.07462,1.57635,0.97619,0.89134,0.97462,0.69295,1.20045,0.71001,1.30472,0.0013565,0.0013565,0.0013565
132,1434.2,1.30464,1.12365,1.57443,0.97588,0.87986,0.96016,0.66758,1.24436,0.84327,1.37921,0.00135155,0.00135155,0.00135155
133,1444.94,1.33611,1.12421,1.62445,0.98546,0.8913,0.94009,0.67781,1.18299,0.93097,1.37341,0.0013466,0.0013466,0.0013466
134,1455.7,1.28782,1.11188,1.6003,0.98162,0.84783,0.93717,0.69845,1.26072,0.97103,1.40545,0.00134165,0.00134165,0.00134165
135,1466.42,1.27426,1.08475,1.62031,0.97433,0.8252,0.92792,0.68569,1.29279,0.83949,1.45628,0.0013367,0.0013367,0.0013367
136,1477.15,1.2965,1.1297,1.57046,1,0.8835,0.93658,0.72965,0.95047,0.68356,1.2116,0.00133175,0.00133175,0.00133175
137,1487.85,1.28283,1.13213,1.59151,0.97482,0.84188,0.95288,0.67295,1.23059,0.72968,1.38335,0.0013268,0.0013268,0.0013268
138,1498.61,1.2936,1.15751,1.59238,0.97518,0.8913,0.9652,0.7493,0.98039,0.6827,1.15817,0.00132185,0.00132185,0.00132185
139,1510.41,1.28847,1.06884,1.60249,0.95548,0.93312,0.96918,0.69078,1.21123,0.79792,1.28723,0.0013169,0.0013169,0.0013169
140,1521.2,1.27917,1.07703,1.55101,0.91494,0.86957,0.93551,0.67098,1.23531,0.96573,1.31963,0.00131195,0.00131195,0.00131195
141,1531.92,1.28735,1.11496,1.61817,0.96794,0.84783,0.95051,0.72734,1.06998,0.84038,1.20144,0.001307,0.001307,0.001307
142,1542.64,1.2822,1.07093,1.5804,0.93253,0.93478,0.95873,0.6345,1.49472,0.83699,1.56171,0.00130205,0.00130205,0.00130205
143,1553.33,1.25,1.06845,1.55476,0.97538,0.91304,0.96862,0.70733,1.2252,0.69182,1.33315,0.0012971,0.0012971,0.0012971
144,1564.09,1.30066,1.0489,1.61761,0.96155,0.86957,0.96921,0.68423,1.32596,0.78286,1.44672,0.00129215,0.00129215,0.00129215
145,1574.83,1.27421,1.09267,1.63494,0.9048,0.97826,0.98003,0.62046,1.50621,0.74332,1.61844,0.0012872,0.0012872,0.0012872
146,1585.58,1.28568,1.07249,1.57182,0.97708,0.927,0.98329,0.70293,1.14361,0.64399,1.2904,0.00128225,0.00128225,0.00128225
147,1596.36,1.30975,1.09933,1.60233,0.92048,0.8913,0.96736,0.72424,1.07275,0.71177,1.24541,0.0012773,0.0012773,0.0012773
148,1607.14,1.28701,1.04058,1.62678,0.96878,0.8913,0.95829,0.68784,1.19406,0.69497,1.32747,0.00127235,0.00127235,0.00127235
149,1617.84,1.28324,1.04832,1.61304,0.93117,0.88246,0.9502,0.70219,1.1726,0.75172,1.30767,0.0012674,0.0012674,0.0012674
150,1628.67,1.26296,1.05646,1.56087,0.875,0.91304,0.92916,0.68116,1.13548,0.7611,1.30147,0.00126245,0.00126245,0.00126245
151,1639.47,1.31915,1.0639,1.60484,0.92092,0.84783,0.86705,0.61083,1.27909,1.20808,1.44673,0.0012575,0.0012575,0.0012575
152,1650.33,1.31329,1.10721,1.63206,0.95333,0.88815,0.96238,0.73167,1.04433,0.82294,1.20486,0.00125255,0.00125255,0.00125255
153,1661.09,1.3053,1.07966,1.57618,0.92769,0.82609,0.95967,0.70435,1.19076,0.905,1.31112,0.0012476,0.0012476,0.0012476
154,1671.95,1.27881,1.03929,1.61761,0.95088,0.84182,0.93042,0.69462,1.11768,0.93395,1.28813,0.00124265,0.00124265,0.00124265
155,1682.75,1.25117,1.04496,1.581,0.84037,0.80117,0.86146,0.64187,1.15265,0.88973,1.34495,0.0012377,0.0012377,0.0012377
